Q1_LikelihoodToStay,Q2_Age,Q3_Gender,Q4_Education,Q5_JobLevel,Q6_Department,Q7_TenureYears,Q8_SalaryBand,Q9_WeeklyHours,Q10_WorkArrangement,Q11_CommuteMin,Q12_JobSatisfaction,Q13_WorkLifeBalance,Q14_CareerGrowthSat,Q15_ManagerRelationship,Q16_CultureAlignment,Q17_ReasonsLeave,Q18_MotivatorsStay,Q19_TrainingHours,Q20_Recommend,Q21_SwitchFor15Raise,Q22_RetentionInitiatives
4,41,Female,Bachelor’s,Mid,Marketing,4.7,75–120k,55,On-site,29,4,3,2,5,5,"Benefits, Low pay",Team culture,22,No,Yes,Childcare support
5,37,Female,Bachelor’s,Senior,Engineering,0.7,75–120k,44,On-site,40,5,5,4,2,4,"Other, Manager conflict, Lack of flexibility",Benefits,34,Yes,Maybe,"Career roadmap, Wellness programs"
4,28,Male,Bachelor’s,Senior,Engineering,4.8,120–180k,57,Hybrid,30,2,3,5,2,5,"Workload stress, Commute","Competitive pay, Purposeful work",29,No,Yes,"Remote option, Other, Childcare support"
4,38,Male,Diploma,Senior,Engineering,2.9,120–180k,47,On-site,34,3,4,3,5,4,Low pay,"Benefits, Recognition, Competitive pay",26,No,Maybe,"Other, Career roadmap, Mentorship"
3,26,Male,Bachelor’s,Mid,Marketing,0.9,75–120k,48,Hybrid,25,5,2,2,4,4,Lack of flexibility,"Benefits, Other",44,Yes,Yes,"Other, Flexible hours, Career roadmap"
3,50,Male,Master’s,Mid,Engineering,2.9,75–120k,41,On-site,41,5,3,2,3,4,"Limited growth, Culture misfit, Commute","Growth path, Recognition",26,Yes,Maybe,"Career roadmap, Childcare support"
3,31,Female,Bachelor’s,Entry,Engineering,1.8,75–120k,53,On-site,9,3,1,4,3,5,Lack of flexibility,"Purposeful work, Other, Manager support",28,No,Yes,"Other, Flexible hours, Mentorship"
4,40,Male,Bachelor’s,Senior,Engineering,5.5,120–180k,40,Hybrid,25,3,3,5,4,3,Benefits,Recognition,24,Yes,Yes,Remote option
3,51,Male,Master’s,Management,IT Support,1.4,180–250k,44,On-site,36,4,3,3,5,2,"Manager conflict, Benefits","Team culture, Benefits, Purposeful work",18,Yes,Maybe,"Wellness programs, Career roadmap, Childcare support"
2,33,Female,Master’s,Mid,Finance,1.3,120–180k,37,Hybrid,27,3,2,3,4,3,"Culture misfit, Workload stress",Purposeful work,0,Yes,Yes,"Other, Wellness programs"
5,33,Female,Master’s,Lead,Engineering,2.1,120–180k,30,On-site,24,5,4,5,4,4,"Benefits, Manager conflict","Competitive pay, Recognition, Growth path",38,Yes,Maybe,Childcare support
4,39,Male,Bachelor’s,Entry,Finance,3.9,<75k,46,On-site,7,1,5,5,3,4,"Limited growth, Lack of flexibility",Purposeful work,5,No,Yes,Other
4,20,Male,Master’s,Mid,Marketing,2.8,75–120k,47,Hybrid,6,4,3,4,5,4,Lack of flexibility,Team culture,24,Yes,Yes,"Other, Mentorship, Flexible hours"
2,34,Male,Diploma,Mid,IT Support,8.0,75–120k,43,On-site,38,4,4,2,1,4,"Other, Limited growth","Benefits, Flexible work, Growth path",14,No,No,Salary review
5,38,Male,Doctorate,Mid,Marketing,2.7,120–180k,53,Hybrid,26,4,4,2,5,4,"Limited growth, Benefits","Other, Growth path",15,Yes,No,"Salary review, Mentorship, Childcare support"
4,36,Male,Bachelor’s,Mid,Product,6.9,75–120k,30,On-site,51,4,4,2,3,5,"Low pay, Lack of flexibility, Manager conflict","Other, Manager support, Recognition",12,Yes,No,"Flexible hours, Wellness programs"
3,20,Male,Master’s,Senior,Product,1.5,75–120k,46,On-site,24,4,4,2,4,2,"Manager conflict, Commute",Benefits,33,Yes,Maybe,"Other, Childcare support, Flexible hours"
3,37,Male,Master’s,Mid,Sales,1.9,120–180k,58,Hybrid,34,4,3,4,5,4,"Commute, Other","Competitive pay, Flexible work, Growth path",13,Yes,Maybe,"Wellness programs, Other"
4,31,Male,Doctorate,Mid,Engineering,5.9,>250k,49,On-site,38,5,4,5,3,2,"Culture misfit, Commute",Flexible work,2,Yes,Maybe,"Career roadmap, Wellness programs"
5,34,Female,Bachelor’s,Senior,Finance,4.2,120–180k,56,On-site,41,5,5,4,4,4,Commute,"Other, Purposeful work",25,No,No,"Remote option, Career roadmap"
3,28,Female,Master’s,Senior,Engineering,3.4,>250k,47,Fully Remote,0,4,2,4,5,3,"Workload stress, Culture misfit",Manager support,16,Yes,Maybe,Wellness programs
5,33,Female,Master’s,Management,Sales,1.8,>250k,50,Fully Remote,0,5,5,5,5,2,"Limited growth, Manager conflict, Workload stress","Manager support, Competitive pay",23,No,Maybe,"Mentorship, Wellness programs, Flexible hours"
4,35,Male,Bachelor’s,Senior,IT Support,2.6,120–180k,33,On-site,22,2,5,4,2,3,"Limited growth, Commute, Culture misfit","Other, Growth path, Purposeful work",36,Yes,Yes,Mentorship
3,25,Male,Bachelor’s,Senior,Engineering,4.4,120–180k,45,On-site,15,1,4,3,2,3,Manager conflict,"Manager support, Flexible work, Competitive pay",22,Yes,No,"Flexible hours, Wellness programs"
4,38,Male,Bachelor’s,Senior,Other,9.7,180–250k,30,On-site,27,4,3,4,5,5,"Commute, Low pay, Limited growth",Recognition,23,Yes,Yes,"Flexible hours, Career roadmap"
4,42,Male,Diploma,Mid,HR,1.5,120–180k,54,Fully Remote,0,3,2,3,3,4,Manager conflict,"Growth path, Manager support",28,Yes,Yes,"Mentorship, Career roadmap, Other"
3,28,Female,Master’s,Senior,Finance,20.7,75–120k,59,On-site,35,2,1,5,5,3,"Culture misfit, Manager conflict, Commute","Manager support, Competitive pay, Flexible work",22,Yes,Maybe,"Remote option, Other"
4,43,Female,Bachelor’s,Entry,Engineering,2.1,75–120k,42,On-site,27,4,3,3,4,4,"Manager conflict, Lack of flexibility, Workload stress","Other, Team culture, Benefits",27,No,No,Other
4,69,Male,Master’s,Senior,Other,6.3,120–180k,30,Hybrid,19,2,4,4,3,4,"Commute, Limited growth","Benefits, Flexible work",14,Yes,Yes,Mentorship
3,29,Male,Master’s,Senior,IT Support,3.5,180–250k,34,Hybrid,22,4,4,3,2,4,"Commute, Manager conflict, Other","Flexible work, Benefits, Growth path",14,Yes,Yes,Remote option
3,32,Male,Bachelor’s,Mid,Engineering,2.9,<75k,40,Hybrid,26,2,2,4,4,5,"Benefits, Commute, Limited growth","Manager support, Team culture",16,Yes,Yes,"Wellness programs, Childcare support, Other"
4,27,Female,Bachelor’s,Mid,Engineering,10.0,75–120k,46,On-site,17,3,4,4,4,4,Benefits,Purposeful work,24,No,Yes,"Career roadmap, Salary review"
4,33,Female,Other,Mid,Engineering,8.4,<75k,44,Fully Remote,0,5,2,5,4,3,"Commute, Lack of flexibility",Benefits,32,Yes,Maybe,"Mentorship, Childcare support, Flexible hours"
4,37,Female,Bachelor’s,Entry,IT Support,2.0,75–120k,59,On-site,30,3,2,5,4,3,Lack of flexibility,"Manager support, Other, Competitive pay",11,Yes,Yes,"Other, Flexible hours, Remote option"
3,42,Male,Bachelor’s,Mid,Sales,6.2,<75k,53,Hybrid,38,3,3,3,5,4,"Commute, Lack of flexibility","Team culture, Growth path",14,No,Maybe,Wellness programs
3,28,Female,Master’s,Mid,IT Support,16.1,120–180k,49,Hybrid,26,5,2,4,2,4,"Commute, Manager conflict, Other",Manager support,12,Yes,Yes,"Career roadmap, Other, Childcare support"
4,24,Female,Bachelor’s,Senior,Marketing,1.0,75–120k,58,Hybrid,41,2,2,5,4,3,"Lack of flexibility, Other, Benefits","Recognition, Flexible work",21,Yes,Yes,"Wellness programs, Flexible hours"
3,41,Male,Other,Mid,Sales,7.2,120–180k,33,Fully Remote,0,1,4,4,5,4,"Low pay, Workload stress, Other","Purposeful work, Other, Recognition",7,No,Yes,"Salary review, Career roadmap, Remote option"
3,41,Female,Bachelor’s,Management,IT Support,3.4,>250k,45,Fully Remote,0,4,2,4,4,3,"Lack of flexibility, Culture misfit, Workload stress","Benefits, Growth path, Other",35,Yes,Maybe,"Flexible hours, Career roadmap, Other"
4,26,Female,Master’s,Entry,HR,2.8,<75k,55,On-site,10,4,3,2,5,3,"Manager conflict, Limited growth, Benefits","Purposeful work, Team culture, Recognition",12,No,Yes,"Remote option, Wellness programs, Other"
3,23,Male,Bachelor’s,Mid,Marketing,3.0,120–180k,40,Hybrid,22,4,4,2,5,4,"Benefits, Low pay, Manager conflict","Team culture, Competitive pay, Other",16,Yes,No,Wellness programs
4,26,Male,Bachelor’s,Mid,Finance,4.2,75–120k,46,Hybrid,40,3,4,4,3,5,"Other, Culture misfit","Recognition, Benefits, Manager support",23,Yes,Maybe,Mentorship
3,23,Male,Master’s,Mid,IT Support,3.2,75–120k,47,Fully Remote,0,5,2,2,2,4,Workload stress,"Benefits, Growth path, Flexible work",41,No,Maybe,"Mentorship, Flexible hours, Remote option"
3,46,Female,Master’s,Mid,Sales,3.2,75–120k,38,Fully Remote,0,5,5,3,4,3,Lack of flexibility,Flexible work,12,No,Yes,Childcare support
4,30,Non-binary,Bachelor’s,Lead,Engineering,0.3,180–250k,42,On-site,31,4,3,4,4,2,Culture misfit,"Purposeful work, Recognition",16,Yes,Maybe,Flexible hours
5,53,Male,Master’s,Mid,Product,3.6,<75k,30,On-site,55,5,2,4,4,5,Manager conflict,Manager support,26,Yes,Yes,"Childcare support, Flexible hours"
3,26,Female,Master’s,Senior,Marketing,2.7,75–120k,38,Hybrid,25,2,4,4,4,2,"Limited growth, Culture misfit, Low pay",Purposeful work,8,Yes,Maybe,Wellness programs
2,28,Female,Master’s,Senior,Engineering,5.7,75–120k,54,Hybrid,23,5,2,1,4,3,"Commute, Manager conflict, Lack of flexibility",Purposeful work,25,Yes,Yes,"Wellness programs, Salary review"
3,22,Female,Master’s,Entry,IT Support,8.3,120–180k,48,On-site,14,4,4,4,5,3,Workload stress,"Manager support, Competitive pay, Other",25,Yes,Maybe,"Career roadmap, Remote option, Other"
3,29,Non-binary,Master’s,Entry,Engineering,5.1,75–120k,46,Hybrid,35,4,4,5,5,5,Workload stress,"Growth path, Flexible work",1,Yes,No,"Wellness programs, Childcare support"
4,32,Female,Bachelor’s,Mid,Sales,5.1,75–120k,38,Fully Remote,0,4,4,4,5,4,"Low pay, Culture misfit",Flexible work,24,Yes,Yes,"Remote option, Flexible hours"
5,32,Male,Bachelor’s,Mid,Marketing,5.8,180–250k,44,Fully Remote,0,4,5,3,4,5,"Limited growth, Other","Manager support, Purposeful work",22,Yes,No,Salary review
3,39,Male,Master’s,Senior,Engineering,1.9,120–180k,48,Hybrid,42,4,4,3,5,3,"Other, Lack of flexibility, Commute","Growth path, Manager support, Recognition",31,No,Yes,Remote option
4,44,Female,Bachelor’s,Senior,Engineering,0.7,>250k,35,On-site,36,5,5,2,4,4,Limited growth,"Purposeful work, Team culture, Manager support",28,Yes,Yes,Career roadmap
5,32,Female,Master’s,Management,Finance,3.7,>250k,32,Hybrid,30,5,4,3,5,3,"Commute, Workload stress, Culture misfit","Benefits, Flexible work",27,No,Maybe,Childcare support
2,23,Prefer not to say,Diploma,Lead,Engineering,1.3,75–120k,41,Hybrid,131,4,3,3,3,4,Manager conflict,Purposeful work,15,Yes,Maybe,"Wellness programs, Flexible hours"
4,27,Female,Master’s,Senior,Engineering,6.8,180–250k,48,Hybrid,8,4,3,4,5,5,Culture misfit,"Team culture, Manager support, Competitive pay",26,Yes,Maybe,"Wellness programs, Remote option, Flexible hours"
4,36,Female,Bachelor’s,Lead,Other,13.5,180–250k,33,Fully Remote,0,2,4,4,5,5,"Culture misfit, Limited growth, Lack of flexibility","Other, Team culture",20,Yes,No,"Salary review, Career roadmap, Flexible hours"
2,20,Male,Master’s,Management,Engineering,0.6,>250k,48,On-site,31,2,4,2,3,2,"Commute, Workload stress, Benefits","Team culture, Manager support",16,No,No,Remote option
4,30,Female,Master’s,Senior,HR,0.5,180–250k,51,Hybrid,33,3,5,4,5,1,"Manager conflict, Low pay, Limited growth","Benefits, Flexible work, Team culture",25,Yes,Yes,"Wellness programs, Career roadmap, Flexible hours"
3,35,Female,Master’s,Senior,Marketing,7.6,180–250k,43,On-site,16,4,2,5,3,3,"Workload stress, Manager conflict, Benefits","Flexible work, Purposeful work, Manager support",25,Yes,Yes,"Career roadmap, Mentorship"
3,37,Male,Bachelor’s,Senior,Engineering,2.0,<75k,55,On-site,17,5,5,2,5,3,Commute,Growth path,37,Yes,Yes,"Mentorship, Wellness programs"
2,38,Male,Master’s,Lead,Engineering,6.6,180–250k,70,On-site,28,4,3,4,2,4,Culture misfit,Recognition,18,Yes,No,"Childcare support, Career roadmap"
4,31,Male,Master’s,Senior,Sales,3.6,120–180k,55,On-site,42,3,5,4,5,4,"Workload stress, Benefits",Flexible work,21,Yes,Yes,"Wellness programs, Salary review"
3,28,Female,Bachelor’s,Entry,Marketing,1.0,120–180k,59,On-site,29,4,3,5,1,3,"Culture misfit, Manager conflict, Lack of flexibility","Team culture, Growth path",13,Yes,Maybe,Flexible hours
3,33,Prefer not to say,Diploma,Senior,Sales,6.1,>250k,36,Fully Remote,0,3,5,3,5,4,"Low pay, Benefits","Growth path, Manager support",28,Yes,Yes,"Other, Childcare support, Remote option"
3,38,Male,Bachelor’s,Entry,Engineering,0.8,<75k,67,Hybrid,18,5,3,4,3,1,"Lack of flexibility, Manager conflict, Benefits","Manager support, Purposeful work, Recognition",33,Yes,No,"Career roadmap, Remote option"
3,34,Male,Master’s,Senior,IT Support,3.1,120–180k,36,On-site,30,5,2,3,3,3,"Limited growth, Low pay",Manager support,29,Yes,No,"Childcare support, Wellness programs, Remote option"
2,30,Male,Diploma,Senior,Product,7.2,75–120k,54,Hybrid,20,2,1,3,1,3,"Benefits, Other, Low pay","Growth path, Other, Team culture",34,No,Maybe,Wellness programs
3,41,Female,Bachelor’s,Senior,Engineering,1.5,>250k,47,Hybrid,27,3,3,4,4,5,"Low pay, Lack of flexibility, Culture misfit","Manager support, Competitive pay",25,No,Yes,"Childcare support, Wellness programs, Salary review"
3,43,Male,Bachelor’s,Mid,Engineering,2.6,75–120k,34,On-site,29,5,4,2,2,5,"Benefits, Low pay","Manager support, Team culture, Flexible work",26,Yes,Maybe,Career roadmap
4,33,Male,Diploma,Entry,Product,0.3,<75k,39,Hybrid,49,3,5,5,4,2,"Workload stress, Manager conflict","Other, Benefits, Manager support",20,Yes,No,Other
3,40,Male,Master’s,Entry,Engineering,0.6,75–120k,49,On-site,37,2,4,3,4,3,Lack of flexibility,"Growth path, Other",22,Yes,Maybe,"Remote option, Childcare support"
3,52,Male,Bachelor’s,Mid,Product,0.5,75–120k,42,Fully Remote,0,2,1,3,5,5,"Lack of flexibility, Culture misfit","Flexible work, Other",26,Yes,Maybe,"Career roadmap, Other, Wellness programs"
3,39,Male,Bachelor’s,Mid,Marketing,1.0,<75k,49,On-site,52,2,3,5,2,5,"Limited growth, Manager conflict, Low pay",Purposeful work,38,Yes,Yes,"Wellness programs, Mentorship"
3,26,Male,Bachelor’s,Mid,Marketing,1.3,75–120k,46,Hybrid,26,1,3,2,4,4,"Limited growth, Lack of flexibility",Manager support,17,Yes,Maybe,Career roadmap
4,30,Male,Diploma,Senior,Sales,1.2,120–180k,47,On-site,45,4,4,5,4,3,Culture misfit,"Recognition, Flexible work, Competitive pay",14,No,Maybe,"Other, Childcare support, Mentorship"
3,40,Male,Bachelor’s,Senior,Other,2.6,120–180k,51,On-site,45,4,2,5,3,4,"Benefits, Other, Lack of flexibility","Benefits, Team culture",15,Yes,No,Wellness programs
4,27,Male,Bachelor’s,Entry,HR,2.3,<75k,50,Hybrid,7,4,4,2,5,5,"Manager conflict, Workload stress, Low pay","Manager support, Benefits, Competitive pay",42,Yes,No,"Wellness programs, Other, Childcare support"
4,43,Male,Bachelor’s,Mid,Engineering,5.3,120–180k,42,Fully Remote,0,2,2,5,5,1,"Commute, Low pay","Manager support, Other",10,Yes,No,Salary review
4,39,Male,Other,Entry,Engineering,1.3,<75k,30,On-site,10,5,4,4,4,4,"Workload stress, Limited growth, Lack of flexibility","Growth path, Team culture",2,No,Maybe,"Salary review, Wellness programs, Career roadmap"
4,31,Female,Master’s,Management,Finance,3.6,180–250k,35,Fully Remote,0,4,4,5,3,4,"Manager conflict, Culture misfit","Other, Team culture",1,Yes,Yes,"Childcare support, Flexible hours, Career roadmap"
3,35,Female,Bachelor’s,Mid,Engineering,7.0,180–250k,49,On-site,29,1,3,5,1,4,Lack of flexibility,"Growth path, Other, Team culture",17,Yes,Yes,Mentorship
4,36,Female,Master’s,Management,Sales,7.9,180–250k,54,Hybrid,29,5,4,2,4,2,Low pay,"Manager support, Growth path, Flexible work",37,No,No,"Childcare support, Other, Mentorship"
3,32,Female,Master’s,Senior,IT Support,1.9,75–120k,52,On-site,42,3,5,2,4,3,"Lack of flexibility, Workload stress","Purposeful work, Team culture, Recognition",32,Yes,Maybe,Mentorship
4,46,Male,Bachelor’s,Senior,Sales,4.3,>250k,53,Fully Remote,0,3,4,3,3,5,"Limited growth, Commute",Competitive pay,21,Yes,No,"Flexible hours, Other"
3,69,Prefer not to say,Bachelor’s,Senior,HR,1.0,120–180k,33,Hybrid,41,3,2,3,4,3,"Lack of flexibility, Limited growth, Culture misfit",Manager support,27,Yes,Maybe,"Flexible hours, Childcare support"
3,28,Male,Bachelor’s,Mid,Engineering,5.5,120–180k,46,On-site,5,1,3,3,4,5,"Workload stress, Other","Competitive pay, Other",15,No,Yes,Career roadmap
3,20,Male,Master’s,Mid,Engineering,5.9,75–120k,47,On-site,21,3,5,4,2,3,Limited growth,"Recognition, Flexible work",12,No,Maybe,"Childcare support, Other"
3,50,Male,Bachelor’s,Mid,Engineering,2.9,120–180k,39,Hybrid,24,5,3,3,3,2,"Workload stress, Manager conflict","Recognition, Purposeful work",27,Yes,No,"Flexible hours, Childcare support"
4,26,Male,Diploma,Entry,Engineering,6.3,<75k,41,Hybrid,30,3,5,5,5,3,"Other, Benefits, Culture misfit","Recognition, Team culture, Flexible work",6,No,Maybe,"Childcare support, Mentorship"
5,31,Female,Bachelor’s,Senior,Engineering,13.6,120–180k,37,On-site,32,5,4,4,3,5,"Culture misfit, Benefits, Workload stress","Team culture, Competitive pay",21,Yes,Maybe,Career roadmap
2,43,Female,Diploma,Mid,Marketing,4.7,75–120k,50,Hybrid,37,3,5,4,4,3,"Low pay, Other",Team culture,34,Yes,Yes,"Salary review, Childcare support, Wellness programs"
4,49,Female,Bachelor’s,Mid,IT Support,1.5,>250k,46,On-site,13,5,4,4,1,5,"Low pay, Manager conflict",Manager support,38,No,Maybe,"Wellness programs, Salary review, Other"
5,40,Female,Diploma,Senior,Engineering,1.7,75–120k,42,On-site,150,4,2,4,4,5,"Manager conflict, Limited growth","Competitive pay, Recognition",28,No,No,"Remote option, Mentorship"
4,32,Male,Bachelor’s,Entry,Engineering,6.4,75–120k,37,Hybrid,32,5,5,4,4,4,Manager conflict,"Team culture, Purposeful work, Benefits",16,No,Yes,"Career roadmap, Flexible hours, Wellness programs"
2,20,Prefer not to say,Bachelor’s,Senior,Marketing,5.1,180–250k,57,Hybrid,18,2,1,1,3,4,"Benefits, Commute",Manager support,23,Yes,Yes,"Childcare support, Salary review, Wellness programs"
3,38,Female,Bachelor’s,Mid,Finance,5.7,75–120k,49,Hybrid,17,4,3,2,5,4,Limited growth,Manager support,36,Yes,Yes,Career roadmap
5,31,Male,Bachelor’s,Lead,Sales,1.4,180–250k,47,On-site,44,3,4,4,3,4,"Commute, Other",Growth path,14,No,No,Flexible hours
4,33,Non-binary,Diploma,Entry,Product,8.1,75–120k,36,On-site,29,5,5,4,4,4,"Culture misfit, Limited growth",Recognition,16,Yes,Maybe,Flexible hours
2,31,Non-binary,Master’s,Mid,Marketing,3.8,<75k,30,On-site,32,5,3,2,2,1,"Low pay, Manager conflict, Benefits",Benefits,35,Yes,Yes,Wellness programs
3,44,Male,Bachelor’s,Senior,Sales,7.9,120–180k,44,On-site,34,4,2,4,3,2,"Low pay, Benefits, Manager conflict",Team culture,18,Yes,Maybe,"Mentorship, Remote option, Wellness programs"
4,35,Male,Bachelor’s,Mid,Engineering,0.8,<75k,44,On-site,55,4,3,3,4,4,"Other, Commute, Culture misfit",Flexible work,31,Yes,Maybe,Flexible hours
4,20,Male,Bachelor’s,Lead,Marketing,1.1,180–250k,45,Fully Remote,0,2,2,4,5,3,Lack of flexibility,"Competitive pay, Flexible work",22,Yes,Yes,Childcare support
4,61,Male,Master’s,Management,IT Support,1.4,180–250k,35,On-site,22,5,5,1,5,4,Low pay,"Other, Growth path, Competitive pay",32,No,Maybe,"Childcare support, Remote option, Wellness programs"
3,20,Male,Bachelor’s,Entry,Marketing,14.7,<75k,56,Fully Remote,0,4,1,4,4,2,"Culture misfit, Commute, Workload stress","Manager support, Other, Growth path",32,No,Maybe,Remote option
3,37,Male,Doctorate,Entry,Sales,2.8,<75k,49,On-site,45,4,4,2,5,5,"Workload stress, Lack of flexibility","Competitive pay, Purposeful work, Manager support",23,Yes,Yes,"Mentorship, Other"
4,43,Male,Bachelor’s,Lead,Sales,2.3,180–250k,38,Fully Remote,0,4,5,3,4,5,"Benefits, Other","Manager support, Other",8,Yes,Yes,"Wellness programs, Other"
3,24,Male,Bachelor’s,Lead,Other,10.1,180–250k,47,On-site,13,2,4,3,4,1,Manager conflict,"Benefits, Manager support, Team culture",14,No,No,"Career roadmap, Flexible hours"
3,34,Male,Other,Senior,HR,6.2,120–180k,30,Hybrid,27,3,3,2,2,3,"Benefits, Low pay, Limited growth",Benefits,13,Yes,Maybe,"Childcare support, Flexible hours"
3,41,Male,Bachelor’s,Mid,Other,5.3,<75k,57,On-site,22,2,3,3,4,5,Commute,"Flexible work, Purposeful work, Team culture",22,Yes,Yes,"Wellness programs, Mentorship"
3,32,Male,Diploma,Entry,Product,8.5,75–120k,36,Hybrid,33,3,2,5,3,3,"Other, Low pay, Lack of flexibility",Growth path,14,Yes,No,Wellness programs
3,39,Male,Bachelor’s,Senior,Engineering,5.6,>250k,45,Fully Remote,0,3,4,3,4,4,Workload stress,Team culture,28,Yes,No,"Other, Mentorship"
4,25,Male,Bachelor’s,Management,Finance,2.5,180–250k,38,On-site,23,4,4,5,4,4,Workload stress,Purposeful work,24,No,Maybe,"Remote option, Career roadmap"
4,60,Male,Master’s,Lead,Engineering,4.8,180–250k,51,Hybrid,12,3,5,4,5,4,Limited growth,"Flexible work, Manager support, Competitive pay",16,Yes,Maybe,"Other, Mentorship"
3,33,Female,Bachelor’s,Mid,IT Support,7.5,120–180k,57,On-site,35,4,4,5,1,3,"Culture misfit, Workload stress","Competitive pay, Manager support",7,Yes,Maybe,"Flexible hours, Remote option"
4,29,Female,Bachelor’s,Senior,Other,1.3,180–250k,41,On-site,12,2,3,3,5,4,Limited growth,"Recognition, Benefits, Flexible work",20,No,Yes,Wellness programs
3,24,Male,Master’s,Mid,Product,1.2,<75k,89,Hybrid,27,2,3,3,2,5,Lack of flexibility,"Recognition, Team culture",5,No,No,Other
5,40,Male,Diploma,Lead,Engineering,7.6,180–250k,48,On-site,47,4,5,3,2,5,"Culture misfit, Benefits","Competitive pay, Team culture",13,No,Maybe,"Flexible hours, Remote option"
4,40,Female,Bachelor’s,Mid,Marketing,6.4,75–120k,35,On-site,26,4,4,4,2,3,"Low pay, Commute, Manager conflict",Manager support,15,Yes,Maybe,"Career roadmap, Wellness programs, Mentorship"
3,21,Female,Diploma,Mid,Engineering,3.8,75–120k,60,Hybrid,29,4,2,4,4,3,"Lack of flexibility, Workload stress","Team culture, Recognition",25,Yes,Yes,"Flexible hours, Childcare support"
3,25,Female,Bachelor’s,Lead,Finance,1.4,180–250k,60,Hybrid,29,4,2,4,2,3,Limited growth,Growth path,22,Yes,No,"Mentorship, Childcare support, Salary review"
3,50,Male,Master’s,Entry,Engineering,18.1,<75k,81,On-site,40,2,2,2,4,3,"Limited growth, Workload stress, Commute","Manager support, Benefits, Purposeful work",15,Yes,Maybe,Remote option
4,42,Female,Doctorate,Mid,Sales,9.3,<75k,34,On-site,39,4,4,3,3,4,Low pay,"Recognition, Other",21,Yes,No,"Mentorship, Other"
3,22,Male,Master’s,Mid,Finance,1.7,<75k,37,Fully Remote,0,1,3,2,5,4,"Workload stress, Culture misfit, Other","Competitive pay, Manager support, Growth path",16,Yes,No,Career roadmap
2,37,Male,Bachelor’s,Mid,HR,11.1,75–120k,54,Fully Remote,0,4,2,4,5,2,"Limited growth, Other, Culture misfit",Benefits,17,Yes,Yes,"Career roadmap, Other"
4,30,Female,Master’s,Mid,Engineering,6.2,<75k,39,Fully Remote,0,3,4,3,4,5,"Lack of flexibility, Manager conflict","Competitive pay, Team culture, Flexible work",7,Yes,Yes,Other
4,41,Female,Master’s,Mid,Engineering,3.9,120–180k,38,On-site,36,3,1,2,5,5,Culture misfit,Growth path,26,No,Yes,"Flexible hours, Career roadmap"
5,28,Female,Master’s,Senior,Engineering,0.7,120–180k,46,Fully Remote,0,3,5,3,3,4,"Culture misfit, Lack of flexibility, Manager conflict","Manager support, Benefits",22,No,No,Remote option
4,34,Female,Diploma,Entry,Sales,8.2,<75k,37,Fully Remote,0,4,5,4,3,3,"Lack of flexibility, Benefits","Manager support, Other",3,No,Yes,"Childcare support, Salary review"
4,32,Female,Bachelor’s,Mid,IT Support,2.9,120–180k,48,Hybrid,30,5,3,2,4,4,Benefits,"Competitive pay, Purposeful work",33,Yes,No,Remote option
3,23,Male,Bachelor’s,Senior,Product,4.3,120–180k,33,On-site,38,2,5,4,4,3,Commute,"Recognition, Competitive pay",29,Yes,No,"Career roadmap, Flexible hours, Childcare support"
3,26,Male,Master’s,Mid,Marketing,5.9,75–120k,35,Fully Remote,0,3,4,1,4,5,Culture misfit,"Competitive pay, Benefits, Other",12,Yes,No,"Career roadmap, Flexible hours"
4,20,Male,Doctorate,Mid,Engineering,8.5,75–120k,50,Fully Remote,0,4,5,3,3,5,"Culture misfit, Low pay","Flexible work, Benefits",21,Yes,Yes,"Flexible hours, Career roadmap"
5,29,Female,Bachelor’s,Entry,Product,3.1,<75k,37,On-site,55,5,3,5,4,3,Lack of flexibility,"Manager support, Growth path, Competitive pay",34,Yes,Yes,Wellness programs
3,22,Male,Doctorate,Mid,IT Support,3.3,75–120k,41,Fully Remote,0,1,3,2,3,5,"Culture misfit, Commute, Other","Benefits, Recognition",34,No,Yes,"Mentorship, Wellness programs, Career roadmap"
4,34,Male,Bachelor’s,Lead,Sales,4.4,180–250k,50,Hybrid,19,4,4,3,4,5,Lack of flexibility,"Growth path, Purposeful work, Manager support",16,Yes,Maybe,"Other, Mentorship, Career roadmap"
3,37,Male,Doctorate,Mid,Sales,9.0,<75k,38,Fully Remote,0,4,4,3,5,2,Culture misfit,"Recognition, Team culture",0,Yes,Yes,Other
3,27,Male,Master’s,Mid,Marketing,6.8,180–250k,45,Hybrid,42,4,2,4,3,3,"Other, Workload stress","Benefits, Manager support",34,Yes,Maybe,"Mentorship, Childcare support, Wellness programs"
